dernier_SP500,ouverture,higher,lower,variation,date
1328.17,1333.56,1339.46,1322.94,-0.32%,2011-04-03
1332.41,1315.45,1337.85,1305.26,+1.42%,2011-03-27
1313.8,1281.65,1319.18,1281.65,+2.70%,2011-03-20
1279.2,1301.19,1301.19,1249.05,-1.92%,2011-03-13
1304.28,1322.72,1327.68,1291.99,-1.28%,2011-03-06
1321.15,1321.61,1332.28,1302.58,+0.10%,2011-02-27
1319.88,1338.91,1338.91,1294.26,-1.53%,2011-02-20
1340.43,1334.37,1341.5,1331.0,+0.85%,2011-02-13
1329.15,1311.85,1330.79,1311.74,+1.39%,2011-02-06
1310.87,1276.5,1311.0,1276.5,+2.71%,2011-01-30
1276.34,1283.29,1302.67,1275.1,-0.55%,2011-01-23
1283.35,1293.22,1296.06,1271.26,-0.76%,2011-01-16
1293.24,1270.84,1293.24,1262.18,+1.71%,2011-01-09
1271.5,1257.62,1278.17,1257.62,+1.10%,2011-01-02
1257.64,1254.66,1262.6,1251.48,+0.07%,2010-12-26
1256.77,1245.76,1259.39,1241.51,+1.03%,2010-12-19
1243.91,1242.52,1246.73,1232.85,+0.28%,2010-12-12
1240.4,1223.87,1240.4,1219.5,+1.28%,2010-12-05
1224.71,1189.08,1225.57,1173.64,+2.97%,2010-11-28
1189.4,1198.07,1198.94,1176.91,-0.86%,2010-11-21
1199.73,1200.44,1207.43,1173.0,+0.04%,2010-11-14
1199.21,1223.24,1226.84,1194.08,-2.17%,2010-11-07
1225.85,1185.71,1227.08,1177.65,+3.60%,2010-10-31
1183.26,1184.74,1196.14,1171.7,+0.02%,2010-10-24
1183.08,1176.83,1189.43,1159.71,+0.59%,2010-10-17
1176.19,1165.32,1184.38,1155.71,+0.95%,2010-10-10
1165.15,1144.96,1167.73,1131.87,+1.65%,2010-10-03
1146.24,1148.64,1157.16,1132.09,-0.21%,2010-09-26
1148.67,1126.57,1148.9,1122.79,+2.05%,2010-09-19
1125.59,1113.38,1131.47,1113.38,+1.45%,2010-09-12
1109.55,1102.6,1110.88,1091.15,+0.46%,2010-09-05
1104.51,1062.9,1105.1,1040.88,+3.75%,2010-08-29
1064.59,1073.36,1081.58,1039.7,-0.66%,2010-08-22
1071.69,1077.49,1100.14,1063.91,-0.70%,2010-08-15
1079.25,1122.8,1129.24,1076.69,-3.78%,2010-08-08
1121.64,1107.53,1128.75,1107.17,+1.82%,2010-08-01
1101.6,1102.89,1120.95,1088.01,-0.10%,2010-07-25
1102.66,1066.85,1103.73,1056.88,+3.55%,2010-07-18
1064.88,1077.23,1099.46,1063.32,-1.21%,2010-07-11
1077.96,1028.09,1078.16,1018.35,+5.42%,2010-07-04
1022.58,1077.5,1082.6,1010.91,-5.03%,2010-06-27
1076.76,1122.79,1131.23,1067.89,-3.65%,2010-06-20
1117.51,1095.0,1121.01,1089.03,+2.37%,2010-06-13
1091.6,1065.84,1092.25,1042.17,+2.51%,2010-06-06
1064.88,1087.3,1105.67,1060.5,-2.25%,2010-05-30
1089.41,1084.78,1103.52,1040.78,+0.16%,2010-05-23
1087.69,1136.52,1148.66,1055.9,-4.23%,2010-05-16
1135.68,1122.27,1173.57,1122.27,+2.23%,2010-05-09
1110.88,1188.58,1205.13,1065.79,-6.39%,2010-05-02
1186.69,1217.07,1219.8,1181.62,-2.51%,2010-04-25
1217.28,1192.06,1217.28,1183.68,+2.11%,2010-04-18
1192.13,1194.94,1213.92,1186.77,-0.19%,2010-04-11
1194.37,1178.71,1194.66,1175.12,+1.38%,2010-04-04
1178.1,1167.71,1181.43,1165.77,+0.99%,2010-03-28
1166.59,1157.25,1180.69,1152.88,+0.58%,2010-03-21
1159.9,1148.53,1169.84,1141.45,+0.86%,2010-03-14
1149.99,1138.4,1153.41,1134.9,+0.99%,2010-03-07
1138.7,1105.36,1139.38,1105.36,+3.10%,2010-02-28
1104.49,1110.0,1112.29,1086.02,-0.42%,2010-02-21
1109.17,1079.13,1112.42,1079.13,+3.13%,2010-02-14
1075.51,1065.51,1080.04,1056.51,+0.87%,2010-02-07
1066.19,1073.89,1104.73,1044.5,-0.72%,2010-01-31
1073.87,1092.4,1103.69,1071.59,-1.64%,2010-01-24
1091.76,1136.03,1150.45,1090.18,-3.90%,2010-01-17
1136.03,1145.96,1150.41,1131.39,-0.78%,2010-01-10
1144.98,1116.56,1145.39,1116.56,+2.68%,2010-01-03
1115.1,1127.53,1130.38,1114.81,-1.01%,2009-12-27
1126.48,1105.31,1126.48,1105.31,+2.18%,2009-12-20
1102.47,1107.84,1116.21,1093.88,-0.36%,2009-12-13
1106.41,1105.52,1110.72,1085.89,+0.04%,2009-12-06
1105.98,1091.07,1119.13,1086.25,+1.33%,2009-11-29
1091.49,1094.86,1112.38,1083.74,+0.01%,2009-11-22
1091.38,1094.13,1113.69,1086.81,-0.19%,2009-11-15
1093.48,1072.31,1105.37,1072.31,+2.26%,2009-11-08
1069.3,1036.18,1071.48,1029.38,+3.20%,2009-11-01
1036.19,1080.36,1091.75,1033.38,-4.02%,2009-10-25
1079.6,1088.22,1101.36,1074.31,-0.74%,2009-10-18
1087.68,1071.63,1096.56,1066.71,+1.51%,2009-10-11
1071.49,1026.87,1071.51,1025.92,+4.51%,2009-10-04
1025.21,1045.38,1069.62,1019.95,-1.84%,2009-09-27
1044.38,1067.14,1080.15,1041.17,-2.24%,2009-09-20
1068.3,1040.15,1074.77,1035.0,+2.45%,2009-09-13
1042.73,1018.67,1048.18,1018.67,+2.59%,2009-09-06
1016.4,1025.21,1028.45,991.97,-1.22%,2009-08-30
1028.93,1026.59,1039.47,1016.2,+0.27%,2009-08-23
1026.13,998.18,1027.59,978.51,+2.20%,2009-08-16
1004.09,1008.89,1013.14,992.4,-0.63%,2009-08-09
1010.48,990.22,1018.0,990.22,+2.33%,2009-08-02
987.48,978.63,996.68,968.65,+0.84%,2009-07-26
979.26,942.07,979.79,940.99,+4.13%,2009-07-19
940.38,879.57,943.96,875.32,+6.97%,2009-07-12
879.13,894.27,898.72,869.32,-1.93%,2009-07-05
896.42,919.86,931.92,896.42,-2.45%,2009-06-28
918.9,918.13,922.0,888.86,-0.25%,2009-06-21
921.23,942.45,942.45,903.78,-2.64%,2009-06-14
946.21,938.12,956.23,926.44,+0.65%,2009-06-07
940.09,923.26,951.69,923.26,+2.28%,2009-05-31
919.14,887.0,920.02,881.46,+3.62%,2009-05-24
887.0,886.07,924.6,879.61,+0.47%,2009-05-17
882.88,922.99,922.99,878.94,-4.99%,2009-05-10
929.23,879.21,930.17,879.21,+5.89%,2009-05-03
877.52,862.82,888.7,847.12,+1.30%,2009-04-26
866.23,868.27,871.8,826.83,-0.39%,2009-04-19
869.6,855.33,875.63,835.58,+1.52%,2009-04-12
856.56,839.75,856.91,814.53,+1.67%,2009-04-05
842.5,809.07,845.61,779.81,+3.26%,2009-03-29
815.94,772.31,832.98,772.31,+6.17%,2009-03-22
768.54,758.84,803.24,749.93,+1.58%,2009-03-15
756.55,680.76,758.29,672.88,+10.71%,2009-03-08
683.38,729.57,729.57,666.79,-7.03%,2009-03-01
735.09,773.25,780.12,734.52,-4.54%,2009-02-22
770.05,818.61,818.61,754.25,-6.87%,2009-02-15
826.84,868.24,875.01,808.06,-4.81%,2009-02-08
868.6,823.09,870.75,812.87,+5.17%,2009-02-01
825.88,832.5,877.86,821.67,-0.73%,2009-01-25
831.95,849.64,849.64,804.3,-2.14%,2009-01-18
850.12,890.4,890.4,817.04,-4.52%,2009-01-11
890.35,929.17,943.85,888.31,-4.45%,2009-01-04
931.8,872.37,934.73,857.07,+6.76%,2008-12-28
872.8,887.2,887.37,857.09,-1.70%,2008-12-21
887.88,881.07,918.85,857.72,+0.93%,2008-12-14
879.73,882.71,918.57,851.35,+0.42%,2008-12-07
876.07,888.61,888.61,815.69,-2.25%,2008-11-30
896.24,801.2,896.25,801.2,+12.03%,2008-11-23
800.03,873.23,882.29,741.02,-8.39%,2008-11-16
873.29,936.75,951.95,818.69,-6.20%,2008-11-09
930.99,968.67,1007.51,899.73,-3.90%,2008-11-02
968.75,874.28,984.38,845.27,+10.49%,2008-10-26
876.77,943.51,985.44,852.85,-6.78%,2008-10-19
940.55,912.75,1044.31,865.83,+4.60%,2008-10-12
899.22,1097.56,1097.56,839.8,-18.20%,2008-10-05
1099.23,1209.07,1209.07,1098.14,-9.40%,2008-09-28
1213.27,1255.37,1255.37,1179.79,-3.33%,2008-09-21
1255.08,1250.92,1265.12,1133.5,+0.27%,2008-09-14
1251.7,1249.5,1274.42,1211.54,+0.76%,2008-09-07
1242.31,1287.83,1303.04,1217.23,-3.16%,2008-08-31
1282.83,1290.47,1300.68,1263.21,-0.73%,2008-08-24
1292.2,1298.14,1300.22,1261.16,-0.46%,2008-08-17
1298.2,1294.42,1313.15,1274.86,+0.15%,2008-08-10
1296.32,1253.27,1297.85,1247.45,+2.86%,2008-08-03
1260.31,1257.76,1284.93,1234.37,+0.20%,2008-07-27
1257.76,1261.82,1291.17,1248.83,-0.23%,2008-07-20
1260.68,1241.61,1262.31,1200.44,+1.71%,2008-07-13
1239.49,1262.9,1277.36,1225.35,-1.85%,2008-07-06
1262.9,1278.06,1292.17,1252.01,-1.21%,2008-06-29
1278.38,1319.77,1335.63,1272.0,-3.00%,2008-06-22
1317.93,1358.85,1366.59,1314.46,-3.10%,2008-06-15
1360.03,1360.83,1370.63,1331.29,-0.05%,2008-06-08
1360.68,1399.62,1404.05,1359.9,-2.83%,2008-06-01
1400.38,1375.97,1406.32,1373.07,+1.78%,2008-05-25
1375.93,1425.28,1440.24,1373.72,-3.47%,2008-05-18
1425.35,1389.4,1425.82,1386.2,+2.67%,2008-05-11
1388.28,1415.34,1421.57,1384.11,-1.81%,2008-05-04
1413.9,1397.96,1422.72,1383.07,+1.15%,2008-04-27
1397.84,1387.72,1399.11,1369.84,+0.54%,2008-04-20
1390.33,1332.2,1395.9,1324.35,+4.31%,2008-04-13
1332.83,1373.69,1386.74,1331.21,-2.74%,2008-04-06
1370.4,1315.92,1380.91,1312.81,+4.20%,2008-03-30
1315.22,1330.29,1359.68,1312.95,-1.07%,2008-03-23
1329.51,1283.21,1341.51,1256.98,+3.21%,2008-03-16
1288.14,1293.16,1333.26,1272.66,-0.40%,2008-03-09
1293.37,1330.45,1344.19,1282.43,-2.80%,2008-03-02
1330.63,1352.75,1388.34,1325.42,-1.66%,2008-02-24
1353.11,1355.86,1367.94,1327.04,+0.23%,2008-02-17
1349.99,1331.92,1369.23,1320.32,+1.40%,2008-02-10
1331.29,1395.38,1395.38,1316.75,-4.60%,2008-02-03
1395.42,1330.7,1396.02,1322.26,+4.87%,2008-01-27
1330.61,1312.94,1368.56,1270.05,+0.41%,2008-01-20
1325.19,1402.91,1417.89,1312.51,-5.41%,2008-01-13
1401.02,1414.07,1430.28,1378.7,-0.75%,2008-01-06
1411.63,1475.25,1475.83,1411.19,-4.52%,2007-12-30
1478.49,1484.55,1498.85,1471.7,-0.40%,2007-12-23
1484.46,1465.05,1485.4,1435.65,+1.12%,2007-12-16
1467.95,1505.11,1523.57,1467.78,-2.44%,2007-12-09
1504.66,1479.63,1510.63,1460.66,+1.59%,2007-12-02
1481.14,1440.74,1488.94,1406.1,+2.81%,2007-11-25
1440.7,1456.7,1456.7,1415.64,-1.24%,2007-11-18
1458.74,1453.66,1492.14,1438.53,+0.35%,2007-11-11
1453.7,1505.61,1520.77,1448.51,-3.71%,2007-11-04
1509.65,1536.92,1552.76,1492.53,-1.67%,2007-10-28
1535.28,1497.79,1535.53,1489.56,+2.31%,2007-10-21
1500.63,1562.25,1564.74,1500.26,-3.92%,2007-10-14
1561.8,1556.51,1576.09,1546.72,+0.27%,2007-10-07
1557.59,1527.29,1561.91,1527.25,+2.02%,2007-09-30
1526.75,1525.75,1533.74,1507.13,+0.07%,2007-09-23
1525.75,1484.24,1538.74,1471.82,+2.80%,2007-09-16
1484.25,1453.5,1489.58,1439.29,+2.11%,2007-09-09
1453.55,1473.96,1496.4,1449.07,-1.39%,2007-09-02
1473.99,1479.36,1481.47,1432.01,-0.36%,2007-08-26
1479.37,1445.94,1479.4,1430.54,+2.31%,2007-08-19
1445.94,1453.42,1466.29,1370.6,-0.53%,2007-08-12
1453.64,1433.04,1503.89,1427.39,+1.44%,2007-08-05
1433.06,1458.93,1488.3,1432.8,-1.77%,2007-07-29
1458.95,1534.06,1547.23,1458.95,-4.90%,2007-07-22
1534.1,1552.5,1555.9,1529.2,-1.19%,2007-07-15
1552.5,1530.43,1555.1,1506.1,+1.44%,2007-07-08
1530.44,1504.66,1532.4,1504.66,+1.80%,2007-07-01
1503.35,1502.56,1517.53,1484.18,+0.05%,2007-06-24
1502.56,1532.9,1537.32,1500.74,-1.98%,2007-06-17
1532.91,1507.64,1538.71,1492.65,+1.67%,2007-06-10
1507.67,1536.28,1540.53,1487.41,-1.87%,2007-06-03
1536.34,1515.55,1540.56,1510.06,+1.36%,2007-05-27
1515.73,1522.75,1532.43,1505.18,-0.46%,2007-05-20
1522.75,1505.76,1522.75,1498.34,+1.12%,2007-05-13
1505.85,1505.57,1513.8,1491.42,+0.02%,2007-05-06
1505.62,1494.07,1510.34,1476.7,+0.77%,2007-04-29
1494.07,1484.33,1498.02,1473.74,+0.65%,2007-04-22
1484.35,1452.84,1484.74,1452.84,+2.17%,2007-04-15
1452.85,1443.77,1453.11,1433.91,+0.63%,2007-04-08
1443.76,1420.83,1444.88,1416.37,+1.61%,2007-04-01
1420.86,1436.11,1437.65,1408.9,-1.06%,2007-03-25
1436.11,1386.95,1438.89,1386.95,+3.54%,2007-03-18
1386.95,1402.8,1409.34,1363.98,-1.13%,2007-03-11
1402.84,1387.11,1410.15,1373.97,+1.13%,2007-03-04
1387.17,1451.04,1456.95,1380.87,-4.41%,2007-02-25
1451.19,1455.53,1461.57,1448.36,-0.30%,2007-02-18
1455.54,1438.0,1457.97,1431.44,+1.22%,2007-02-11
1438.06,1448.33,1452.99,1433.44,-0.71%,2007-02-04
1448.39,1422.03,1449.33,1418.46,+1.84%,2007-01-28
1422.18,1430.47,1440.69,1416.96,-0.58%,2007-01-21
1430.5,1430.73,1435.27,1424.21,-0.02%,2007-01-14
1430.73,1409.26,1431.23,1403.97,+1.49%,2007-01-07
1409.71,1418.03,1429.42,1405.75,-0.61%,2006-12-31
1418.3,1410.75,1427.72,1410.45,+0.53%,2006-12-24
1410.76,1427.08,1431.81,1410.28,-1.14%,2006-12-17
1427.09,1409.81,1431.63,1404.75,+1.22%,2006-12-10
1409.84,1396.67,1418.27,1396.67,+0.94%,2006-12-03
1396.71,1400.95,1406.3,1377.83,-0.30%,2006-11-26
1400.95,1401.17,1407.89,1397.85,-0.02%,2006-11-19
1401.2,1380.58,1403.76,1378.8,+1.47%,2006-11-12
1380.9,1364.27,1388.92,1364.27,+1.22%,2006-11-05
1364.3,1377.3,1381.95,1360.98,-0.95%,2006-10-29
1377.34,1368.58,1389.45,1363.94,+0.64%,2006-10-22
1368.6,1365.61,1372.87,1356.87,+0.22%,2006-10-15
1365.62,1349.58,1366.63,1343.57,+1.19%,2006-10-08
1349.59,1335.82,1353.79,1327.1,+1.03%,2006-10-01
1335.85,1314.78,1340.28,1311.58,+1.60%,2006-09-24
1314.78,1319.85,1328.53,1310.94,-0.37%,2006-09-17
1319.66,1298.86,1324.65,1290.93,+1.60%,2006-09-10
1298.92,1310.94,1314.67,1292.13,-0.92%,2006-09-03
1311.01,1295.09,1312.03,1293.97,+1.23%,2006-08-27
1295.09,1302.3,1302.49,1289.82,-0.55%,2006-08-20
1302.3,1266.67,1302.3,1266.67,+2.81%,2006-08-13
1266.74,1279.31,1283.74,1261.3,-0.99%,2006-08-06
1279.36,1278.53,1292.92,1265.71,+0.06%,2006-07-30
1278.55,1240.25,1280.42,1240.25,+3.08%,2006-07-23
1240.29,1236.2,1262.56,1224.54,+0.33%,2006-07-16
1236.2,1265.46,1274.06,1228.45,-2.31%,2006-07-09
1265.48,1270.06,1280.38,1263.13,-0.37%,2006-07-02
1270.2,1244.5,1276.3,1237.59,+2.07%,2006-06-25
1244.5,1251.54,1257.96,1237.17,-0.56%,2006-06-18
1251.54,1252.27,1258.64,1219.29,-0.06%,2006-06-11
1252.3,1288.16,1288.16,1235.18,-2.79%,2006-06-04
1288.22,1280.04,1290.68,1259.38,+0.63%,2006-05-28
1280.16,1267.03,1280.54,1245.34,+1.04%,2006-05-21
1267.03,1291.19,1297.88,1256.28,-1.87%,2006-05-14
1291.24,1325.76,1326.7,1290.38,-2.60%,2006-05-07
1325.76,1310.61,1326.53,1303.46,+1.16%,2006-04-30
1310.61,1311.28,1316.04,1295.57,-0.05%,2006-04-23
1311.28,1289.12,1318.16,1280.74,+1.72%,2006-04-16
1289.12,1295.51,1300.74,1282.96,-0.49%,2006-04-09
1295.5,1302.88,1314.07,1294.18,+0.05%,2006-04-02
1294.87,1302.95,1310.15,1291.84,-0.62%,2006-03-26
1302.95,1307.25,1310.88,1295.81,-0.33%,2006-03-19
1307.25,1281.58,1310.45,1281.58,+2.02%,2006-03-12
1281.42,1287.23,1288.23,1268.42,-0.45%,2006-03-05
1287.23,1289.43,1297.57,1278.66,-0.17%,2006-02-26
1289.43,1287.24,1294.17,1281.33,+0.17%,2006-02-19
1287.24,1266.99,1289.47,1258.34,+1.60%,2006-02-12
1266.99,1264.03,1274.56,1253.61,+0.23%,2006-02-05
1264.03,1283.72,1287.94,1261.02,-1.53%,2006-01-29
1283.72,1261.49,1286.38,1259.42,+1.76%,2006-01-22
1261.49,1287.61,1287.79,1260.92,-2.03%,2006-01-15
1287.61,1285.45,1294.9,1282.78,+0.17%,2006-01-08
1285.45,1248.29,1286.09,1245.74,+2.98%,2006-01-01
1248.29,1268.66,1271.83,1246.59,-1.61%,2005-12-25
1268.66,1267.32,1270.51,1257.21,+0.11%,2005-12-18
1267.32,1259.37,1275.8,1255.52,+0.63%,2005-12-11
1259.37,1265.08,1272.89,1250.91,-0.45%,2005-12-04
1265.08,1268.25,1268.44,1249.39,-0.25%,2005-11-27
1268.25,1248.27,1270.64,1246.9,+1.60%,2005-11-20
1248.27,1234.72,1249.58,1226.41,+1.10%,2005-11-13
1234.72,1220.14,1235.7,1215.05,+1.19%,2005-11-06
1220.14,1198.41,1224.7,1198.41,+1.81%,2005-10-30
1198.41,1179.59,1204.01,1178.89,+1.60%,2005-10-23
1179.59,1186.57,1197.3,1170.55,-0.59%,2005-10-16
1186.57,1195.9,1196.52,1168.2,-0.78%,2005-10-09
1195.9,1228.81,1233.34,1181.92,-2.68%,2005-10-02
1228.81,1215.29,1229.57,1211.11,+1.11%,2005-09-25
1215.29,1237.91,1237.91,1205.35,-1.83%,2005-09-18
1237.91,1241.48,1242.6,1224.85,-0.29%,2005-09-11
1241.48,1218.02,1243.13,1218.02,+1.93%,2005-09-04
1218.02,1205.1,1227.29,1201.07,+1.07%,2005-08-28
1205.1,1219.71,1228.96,1204.23,-1.20%,2005-08-21
1219.71,1230.4,1236.24,1215.93,-0.87%,2005-08-14
1230.39,1226.42,1242.69,1222.67,+0.32%,2005-08-07
1226.42,1234.18,1245.86,1225.62,-0.63%,2005-07-31
1234.18,1233.68,1245.15,1228.15,+0.04%,2005-07-24
1233.68,1227.92,1236.56,1221.13,+0.47%,2005-07-17
1227.92,1211.86,1233.16,1211.86,+1.33%,2005-07-10
1211.86,1194.44,1212.73,1183.55,+1.46%,2005-07-03
1194.44,1191.57,1204.07,1188.3,+0.24%,2005-06-26
1191.57,1216.96,1219.59,1191.45,-2.09%,2005-06-19
1216.96,1198.11,1219.55,1194.51,+1.57%,2005-06-12
1198.11,1196.02,1208.85,1191.09,+0.17%,2005-06-05
1196.02,1198.78,1205.64,1191.03,-0.23%,2005-05-29
1198.78,1189.28,1199.56,1185.96,+0.80%,2005-05-22
1189.28,1154.05,1191.22,1153.64,+3.05%,2005-05-15
1154.05,1171.35,1178.87,1146.18,-1.48%,2005-05-08
1171.35,1156.85,1178.62,1154.71,+1.25%,2005-05-01
